time(UTC),T2m,RH,G(h),Gb(n),Gd(h),IR(h),WS10m,WD10m,SP
20060113:1800,-0.19,96.1,0.0,-0.0,0.0,300.6,2.97,200.0,100769.0
20060113:1900,-0.36,95.5,0.0,-0.0,0.0,301.2,2.9,198.0,100798.0
20060113:2000,-0.63,95.55,0.0,-0.0,0.0,290.4,2.76,197.0,100808.0
20060113:2100,-0.81,95.55,0.0,-0.0,0.0,297.0,2.69,193.0,100769.0
20060113:2200,-1.11,96.35,0.0,-0.0,0.0,293.2,2.69,189.0,100769.0
20060113:2300,-1.22,95.95,0.0,-0.0,0.0,300.8,2.76,185.0,100739.0
20060114:0000,-1.27,94.85,0.0,-0.0,0.0,296.6,2.9,190.0,100759.0
20060114:0100,-1.31,94.55,0.0,-0.0,0.0,298.6,2.83,190.0,100710.0
20060114:0200,-1.3,94.3,0.0,-0.0,0.0,301.2,2.76,190.0,100681.0
20060114:0300,-1.23,94.1,0.0,-0.0,0.0,302.2,2.69,192.0,100671.0
20060114:0400,-1.1,93.8,0.0,-0.0,0.0,303.6,2.69,192.0,100651.0
20060114:0500,-0.98,93.75,0.0,-0.0,0.0,304.8,2.69,191.0,100632.0
20060114:0600,-0.98,94.4,0.0,-0.0,0.0,300.8,2.69,190.0,100612.0
20060114:0700,-0.95,94.4,0.0,-0.0,0.0,301.2,2.83,187.0,100602.0
20060114:0800,-0.9,94.35,0.0,-0.0,0.0,302.0,2.76,187.0,100592.0
20060114:0900,-0.8,93.65,4.0,0.0,4.0,304.8,2.97,190.0,100582.0
20060114:1000,-0.68,92.4,8.0,0.0,8.0,302.0,3.38,195.0,100632.0
20060114:1100,-0.46,89.5,23.0,0.0,23.0,300.6,3.45,201.0,100582.0
20060114:1200,-0.5,90.3,37.0,0.0,37.0,293.8,3.03,201.0,100563.0
20060114:1300,-0.54,91.1,16.0,0.0,16.0,297.6,2.9,202.0,100543.0
20060114:1400,-0.76,93.15,0.0,0.0,0.0,295.0,2.62,201.0,100563.0
20060114:1500,-0.8,94.15,0.0,-0.0,0.0,304.6,2.55,203.0,100573.0
20060114:1600,-0.74,94.75,0.0,-0.0,0.0,306.2,2.34,204.0,100553.0
20060114:1700,-0.69,95.45,0.0,-0.0,0.0,304.0,2.21,205.0,100622.0
20060114:1800,-0.5,95.8,0.0,-0.0,0.0,308.4,2.14,205.0,100602.0
20060114:1900,-0.36,96.3,0.0,-0.0,0.0,307.2,2.07,208.0,100622.0
20060114:2000,-0.14,96.5,0.0,-0.0,0.0,310.8,2.07,210.0,100632.0
20060114:2100,0.0,97.15,0.0,-0.0,0.0,311.4,2.0,209.0,100622.0
20060114:2200,0.1,97.75,0.0,-0.0,0.0,312.6,1.93,208.0,100671.0
20060114:2300,0.17,98.2,0.0,-0.0,0.0,313.2,1.93,207.0,100690.0
20060115:0000,0.15,98.65,0.0,-0.0,0.0,314.4,1.86,203.0,100681.0
20060115:0100,0.12,99.15,0.0,-0.0,0.0,314.05,1.86,200.0,100681.0
20060115:0200,0.07,99.2,0.0,-0.0,0.0,314.0,1.93,196.0,100690.0
20060115:0300,0.0,99.4,0.0,-0.0,0.0,311.4,1.93,194.0,100681.0
20060115:0400,-0.03,99.35,0.0,-0.0,0.0,312.6,1.93,191.0,100681.0
20060115:0500,-0.08,99.35,0.0,-0.0,0.0,311.0,1.93,188.0,100690.0
20060115:0600,-0.11,99.35,0.0,-0.0,0.0,311.8,1.93,185.0,100700.0
20060115:0700,-0.21,99.35,0.0,-0.0,0.0,313.4,1.72,183.0,100700.0
20060115:0800,-0.19,99.05,0.0,-0.0,0.0,313.2,1.66,178.0,100730.0
20060115:0900,-0.13,98.2,9.0,0.0,9.0,312.4,1.66,173.0,100710.0
20060115:1000,-0.07,97.15,8.0,0.0,8.0,310.0,1.79,170.0,100720.0
20060115:1100,-0.01,96.05,116.0,571.2,34.0,311.2,2.07,175.0,100690.0
20060115:1200,0.0,95.4,99.0,451.39,39.0,310.8,2.0,176.0,100700.0
20060115:1300,-0.05,95.0,15.0,0.0,15.0,309.4,2.14,177.0,100641.0
20060115:1400,-0.21,95.6,0.0,0.0,0.0,309.0,2.07,171.0,100641.0
20060115:1500,-0.41,95.9,0.0,-0.0,0.0,308.6,2.21,174.0,100612.0
20060115:1600,-0.66,96.55,0.0,-0.0,0.0,303.0,2.21,174.0,100573.0
20060115:1700,-0.8,96.65,0.0,-0.0,0.0,305.6,2.21,176.0,100592.0
20060115:1800,-0.98,97.1,0.0,-0.0,0.0,301.8,2.07,176.0,100553.0
20060115:1900,-1.12,97.1,0.0,-0.0,0.0,300.6,2.0,169.0,100563.0
20060115:2000,-1.23,96.1,0.0,-0.0,0.0,302.4,2.21,173.0,100553.0
20060115:2100,-1.36,95.6,0.0,-0.0,0.0,304.6,2.21,175.0,100533.0
20060115:2200,-1.6,95.85,0.0,-0.0,0.0,298.2,2.0,176.0,100533.0
20060115:2300,-1.75,95.25,0.0,-0.0,0.0,300.8,1.86,179.0,100475.0
20060116:0000,-1.94,95.4,0.0,-0.0,0.0,297.8,1.66,174.0,100435.0
20060116:0100,-2.2,95.7,0.0,-0.0,0.0,293.4,1.59,170.0,100435.0
20060116:0200,-2.44,95.2,0.0,-0.0,0.0,292.6,1.66,173.0,100376.0
20060116:0300,-2.6,95.05,0.0,-0.0,0.0,298.0,1.45,168.0,100376.0
20060116:0400,-2.81,94.95,0.0,-0.0,0.0,294.6,1.31,157.0,100298.0
20060116:0500,-3.06,94.5,0.0,-0.0,0.0,291.8,1.31,154.0,100259.0
20060116:0600,-3.3,94.4,0.0,-0.0,0.0,289.0,1.31,151.0,100219.0
20060116:0700,-3.56,94.45,0.0,-0.0,0.0,289.4,1.24,156.0,100151.0
20060116:0800,-3.74,94.5,0.0,-0.0,0.0,288.2,1.31,160.0,100170.0
20060116:0900,-3.9,93.4,12.0,0.0,12.0,292.4,1.72,170.0,100151.0
20060116:1000,-3.99,92.05,9.0,0.0,9.0,291.0,1.66,170.0,100111.0
20060116:1100,-4.12,90.1,10.0,0.0,10.0,288.2,1.79,172.0,100053.0
20060116:1200,-4.23,88.35,9.0,0.0,9.0,287.6,1.93,175.0,99994.0
20060116:1300,-4.38,86.85,6.0,0.0,6.0,283.2,2.0,177.0,99954.0
20060116:1400,-4.46,86.0,0.0,0.0,0.0,287.4,1.79,177.0,99925.0
20060116:1500,-4.63,87.75,0.0,-0.0,0.0,285.2,1.66,160.0,99896.0
20060116:1600,-4.74,88.5,0.0,-0.0,0.0,282.6,1.72,152.0,99856.0
20060116:1700,-4.9,89.5,0.0,-0.0,0.0,279.2,1.79,147.0,99827.0
20060116:1800,-5.04,90.55,0.0,-0.0,0.0,275.6,1.86,146.0,99788.0
20060116:1900,-4.73,90.55,0.0,-0.0,0.0,283.8,1.86,148.0,99768.0
20060116:2000,-4.81,91.35,0.0,-0.0,0.0,276.8,1.93,146.0,99709.0
20060116:2100,-4.69,91.5,0.0,-0.0,0.0,284.4,2.0,144.0,99689.0
20060116:2200,-4.59,91.65,0.0,-0.0,0.0,287.8,2.14,144.0,99670.0
20060116:2300,-4.52,91.6,0.0,-0.0,0.0,288.2,2.21,145.0,99631.0
20060117:0000,-4.67,92.55,0.0,-0.0,0.0,277.4,2.14,142.0,99582.0
20060117:0100,-4.59,92.25,0.0,-0.0,0.0,287.0,2.28,138.0,99523.0
20060117:0200,-4.58,92.1,0.0,-0.0,0.0,289.2,2.34,134.0,99464.0
20060117:0300,-4.68,92.2,0.0,-0.0,0.0,285.8,2.55,133.0,99425.0
20060117:0400,-4.79,91.8,0.0,-0.0,0.0,288.8,2.69,131.0,99375.0
20060117:0500,-5.09,92.2,0.0,-0.0,0.0,281.4,2.62,130.0,99326.0
20060117:0600,-5.47,92.55,0.0,-0.0,0.0,277.0,2.55,129.0,99307.0
20060117:0700,-5.93,91.25,0.0,-0.0,0.0,276.6,2.76,133.0,99287.0
20060117:0800,-6.08,91.4,0.0,0.0,0.0,281.2,2.76,131.0,99258.0
20060117:0900,-6.11,91.15,19.0,0.0,19.0,281.4,2.76,127.0,99258.0
20060117:1000,-6.11,90.3,9.0,0.0,9.0,283.0,2.76,124.0,99189.0
20060117:1100,-6.06,88.8,11.0,0.0,11.0,281.4,2.76,118.0,99169.0
20060117:1200,-6.06,87.7,10.0,0.0,10.0,278.6,2.76,114.0,99101.0
20060117:1300,-6.13,87.05,6.0,0.0,6.0,280.4,2.9,111.0,99012.0
20060117:1400,-6.32,87.25,0.0,0.0,0.0,277.2,2.9,108.0,98983.0
20060117:1500,-6.46,87.6,0.0,-0.0,0.0,279.8,2.9,107.0,98963.0
20060117:1600,-6.53,88.4,0.0,-0.0,0.0,277.8,2.83,106.0,98924.0
20060117:1700,-6.46,89.3,0.0,-0.0,0.0,274.2,2.69,104.0,98904.0
20060117:1800,-6.25,90.25,0.0,-0.0,0.0,276.2,2.48,103.0,98865.0
20060117:1900,-6.11,89.35,0.0,-0.0,0.0,279.4,2.55,106.0,98846.0
20060117:2000,-5.57,89.55,0.0,-0.0,0.0,282.2,2.55,109.0,98826.0
20060117:2100,-5.06,89.7,0.0,-0.0,0.0,282.6,2.76,112.0,98816.0
20060117:2200,-4.68,89.9,0.0,-0.0,0.0,281.0,2.9,112.0,98816.0
20060117:2300,-4.42,90.05,0.0,-0.0,0.0,282.0,2.76,111.0,98836.0
20060118:0000,-4.18,89.6,0.0,-0.0,0.0,285.4,2.76,110.0,98846.0
20060118:0100,-3.65,89.45,0.0,-0.0,0.0,284.0,2.62,108.0,98885.0
20060118:0200,-3.48,88.9,0.0,-0.0,0.0,284.2,2.62,107.0,98944.0
20060118:0300,-3.37,88.5,0.0,-0.0,0.0,280.4,2.69,104.0,99012.0
20060118:0400,-3.24,88.0,0.0,-0.0,0.0,281.6,2.62,102.0,99081.0
20060118:0500,-3.12,87.3,0.0,-0.0,0.0,285.2,2.55,101.0,99160.0
20060118:0600,-3.09,86.9,0.0,-0.0,0.0,283.4,2.41,99.0,99258.0
20060118:0700,-2.72,86.7,0.0,-0.0,0.0,281.2,2.28,99.0,99366.0
20060118:0800,-2.86,85.65,0.0,0.0,0.0,275.6,2.41,99.0,99513.0
20060118:0900,-2.82,84.35,41.0,159.83,28.0,282.6,2.34,96.0,99640.0
20060118:1000,-2.8,83.25,24.0,0.0,24.0,277.8,2.21,96.0,99660.0
20060118:1100,-2.78,83.6,21.0,0.0,21.0,274.0,2.41,98.0,99748.0
20060118:1200,-2.7,82.3,28.0,0.0,28.0,274.4,2.76,101.0,99827.0
20060118:1300,-2.79,83.4,9.0,0.0,9.0,266.4,2.21,96.0,99915.0
20060118:1400,-3.05,83.55,0.0,0.0,0.0,271.6,2.41,96.0,100023.0
20060118:1500,-3.38,83.75,0.0,-0.0,0.0,279.4,2.48,96.0,100131.0
20060118:1600,-3.81,82.45,0.0,-0.0,0.0,278.8,2.69,99.0,100239.0
20060118:1700,-4.31,80.9,0.0,-0.0,0.0,275.8,2.76,100.0,100327.0
20060118:1800,-4.81,79.7,0.0,-0.0,0.0,276.2,2.9,101.0,100396.0
20060118:1900,-5.13,78.55,0.0,-0.0,0.0,268.4,2.97,105.0,100514.0
20060118:2000,-5.57,78.3,0.0,-0.0,0.0,267.8,3.03,107.0,100563.0
20060118:2100,-6.02,78.55,0.0,-0.0,0.0,263.4,2.97,110.0,100612.0
20060118:2200,-6.47,79.1,0.0,-0.0,0.0,261.0,2.9,112.0,100622.0
20060118:2300,-6.9,79.7,0.0,-0.0,0.0,260.2,2.83,112.0,100700.0
20060119:0000,-7.26,80.1,0.0,-0.0,0.0,262.4,2.97,114.0,100749.0
20060119:0100,-7.78,79.95,0.0,-0.0,0.0,261.0,3.03,117.0,100808.0
20060119:0200,-8.24,79.9,0.0,-0.0,0.0,260.0,3.03,119.0,100847.0
20060119:0300,-8.83,79.4,0.0,-0.0,0.0,251.2,3.03,120.0,100857.0
20060119:0400,-9.26,78.45,0.0,-0.0,0.0,257.8,2.97,120.0,100896.0
20060119:0500,-9.67,77.75,0.0,-0.0,0.0,257.4,2.97,120.0,100896.0
20060119:0600,-9.98,77.5,0.0,-0.0,0.0,257.8,2.97,120.0,100916.0
20060119:0700,-10.1,78.4,0.0,-0.0,0.0,254.2,2.97,123.0,100936.0
20060119:0800,-10.24,78.45,0.0,0.0,0.0,251.0,2.83,124.0,100946.0
20060119:0900,-10.13,77.5,12.0,0.0,12.0,252.8,3.03,130.0,100985.0
20060119:1000,-9.95,77.8,20.0,0.0,20.0,255.0,2.76,126.0,100916.0
20060119:1100,-9.68,76.35,22.0,0.0,22.0,253.2,3.31,131.0,100887.0
20060119:1200,-9.49,76.5,67.0,61.21,58.0,260.0,3.52,134.0,100877.0
20060119:1300,-9.38,77.2,9.0,0.0,9.0,259.2,3.66,135.0,100838.0
20060119:1400,-9.42,78.85,0.0,0.0,0.0,261.0,3.31,134.0,100847.0
20060119:1500,-9.56,81.1,0.0,-0.0,0.0,261.6,2.97,130.0,100847.0
20060119:1600,-9.68,82.1,0.0,-0.0,0.0,261.8,2.97,128.0,100798.0
20060119:1700,-9.76,82.2,0.0,-0.0,0.0,261.2,3.1,129.0,100789.0
20060119:1800,-9.84,82.45,0.0,-0.0,0.0,260.8,3.17,130.0,100808.0
20060119:1900,-9.71,83.6,0.0,-0.0,0.0,262.8,3.38,133.0,100779.0
20060119:2000,-9.82,84.05,0.0,-0.0,0.0,262.6,3.38,134.0,100779.0
20060119:2100,-9.95,84.3,0.0,-0.0,0.0,262.6,3.45,133.0,100749.0
20060119:2200,-10.08,84.25,0.0,-0.0,0.0,261.8,3.52,133.0,100749.0
20060119:2300,-10.19,84.25,0.0,-0.0,0.0,261.8,3.52,134.0,100700.0
20060120:0000,-10.27,84.45,0.0,-0.0,0.0,260.8,3.38,135.0,100690.0
20060120:0100,-10.28,84.7,0.0,-0.0,0.0,261.0,3.38,135.0,100632.0
20060120:0200,-10.28,84.95,0.0,-0.0,0.0,261.0,3.38,134.0,100582.0
20060120:0300,-10.28,85.3,0.0,-0.0,0.0,260.8,3.45,133.0,100524.0
20060120:0400,-10.28,85.5,0.0,-0.0,0.0,260.6,3.45,133.0,100455.0
20060120:0500,-10.26,85.35,0.0,-0.0,0.0,260.4,3.45,133.0,100406.0
20060120:0600,-10.19,84.9,0.0,-0.0,0.0,260.4,3.38,132.0,100376.0
20060120:0700,-9.85,84.6,0.0,-0.0,0.0,261.2,3.59,130.0,100327.0
20060120:0800,-9.72,83.5,0.0,0.0,0.0,261.4,3.59,128.0,100298.0
20060120:0900,-9.57,82.9,10.0,0.0,10.0,261.8,3.72,129.0,100229.0
20060120:1000,-9.4,82.1,10.0,0.0,10.0,262.0,3.93,130.0,100131.0
20060120:1100,-9.31,81.55,12.0,0.0,12.0,263.4,4.14,127.0,100053.0
20060120:1200,-9.2,80.2,11.0,0.0,11.0,262.6,4.07,127.0,99994.0
20060120:1300,-9.21,81.25,0.0,0.0,0.0,263.4,3.1,119.0,99905.0
20060120:1400,-9.28,80.55,0.0,0.0,0.0,263.0,4.0,121.0,99827.0
20060120:1500,-9.33,80.85,0.0,-0.0,0.0,262.8,4.07,119.0,99768.0
20060120:1600,-9.33,80.95,0.0,-0.0,0.0,261.8,4.0,117.0,99689.0
20060120:1700,-9.3,81.25,0.0,-0.0,0.0,262.6,3.86,116.0,99660.0
20060120:1800,-9.25,81.45,0.0,-0.0,0.0,262.8,3.72,112.0,99660.0
20060120:1900,-9.26,82.0,0.0,-0.0,0.0,262.4,3.72,109.0,99601.0
20060120:2000,-9.26,81.8,0.0,-0.0,0.0,262.4,3.66,107.0,99582.0
20060120:2100,-9.22,81.85,0.0,-0.0,0.0,262.4,3.52,105.0,99611.0
20060120:2200,-9.2,82.1,0.0,-0.0,0.0,261.8,3.38,101.0,99591.0
20060120:2300,-9.15,82.05,0.0,-0.0,0.0,262.4,3.31,98.0,99601.0
20060121:0000,-9.09,82.05,0.0,-0.0,0.0,260.8,3.17,96.0,99650.0
20060121:0100,-8.89,82.3,0.0,-0.0,0.0,262.4,2.97,92.0,99729.0
20060121:0200,-8.84,82.55,0.0,-0.0,0.0,262.0,2.76,86.0,99807.0
20060121:0300,-8.84,83.1,0.0,-0.0,0.0,262.2,2.62,80.0,99915.0
20060121:0400,-8.85,83.45,0.0,-0.0,0.0,262.4,2.55,77.0,100013.0
20060121:0500,-8.87,83.65,0.0,-0.0,0.0,261.0,2.48,75.0,100131.0
20060121:0600,-8.91,83.8,0.0,-0.0,0.0,260.4,2.48,76.0,100268.0
20060121:0700,-8.8,83.35,0.0,-0.0,0.0,256.0,2.48,82.0,100396.0
20060121:0800,-9.08,83.9,0.0,0.0,0.0,243.4,2.28,88.0,100514.0
20060121:0900,-9.5,84.85,23.0,0.0,23.0,219.0,2.0,83.0,100681.0
20060121:1000,-9.17,82.1,44.0,7.01,43.0,227.6,1.93,80.0,100759.0
20060121:1100,-8.76,78.45,111.0,285.83,64.0,240.6,2.34,91.0,100877.0
20060121:1200,-8.63,76.8,116.0,426.57,50.0,232.6,1.79,98.0,101014.0
20060121:1300,-8.87,79.8,51.0,70.02,43.0,237.4,1.31,99.0,101142.0
20060121:1400,-9.81,84.8,3.0,0.0,3.0,203.2,1.31,96.0,101210.0
20060121:1500,-10.76,84.8,0.0,-0.0,0.0,196.6,1.38,85.0,101328.0
20060121:1600,-11.53,84.95,0.0,-0.0,0.0,200.2,1.31,93.0,101436.0
20060121:1700,-12.31,85.05,0.0,-0.0,0.0,194.0,1.52,112.0,101534.0
20060121:1800,-13.16,85.4,0.0,-0.0,0.0,196.6,1.24,130.0,101613.0
20060121:1900,-13.63,87.4,0.0,-0.0,0.0,195.0,1.86,152.0,101721.0
20060121:2000,-13.9,87.95,0.0,-0.0,0.0,199.2,1.86,156.0,101829.0
20060121:2100,-13.69,88.1,0.0,-0.0,0.0,208.4,1.93,162.0,101858.0
20060121:2200,-13.3,88.15,0.0,-0.0,0.0,213.2,1.86,169.0,101868.0
20060121:2300,-13.2,88.0,0.0,-0.0,0.0,221.4,1.72,174.0,101946.0
20060122:0000,-13.5,88.2,0.0,-0.0,0.0,214.6,1.72,172.0,101986.0
20060122:0100,-14.29,88.35,0.0,-0.0,0.0,207.0,1.72,169.0,101976.0
20060122:0200,-14.73,88.05,0.0,-0.0,0.0,199.4,1.72,173.0,102015.0
20060122:0300,-14.97,87.85,0.0,-0.0,0.0,206.2,1.72,171.0,102064.0
20060122:0400,-15.3,87.7,0.0,-0.0,0.0,195.6,1.72,172.0,102084.0
20060122:0500,-15.1,87.8,0.0,-0.0,0.0,206.0,1.72,171.0,102103.0
20060122:0600,-15.06,87.25,0.0,-0.0,0.0,213.0,1.66,176.0,102153.0
20060122:0700,-14.28,86.8,0.0,-0.0,0.0,222.8,1.79,182.0,102192.0
20060122:0800,-14.21,85.85,0.0,0.0,0.0,223.8,1.79,177.0,102260.0
20060122:0900,-13.69,84.1,7.0,0.0,7.0,223.4,1.72,175.0,102260.0
20060122:1000,-13.09,81.0,88.0,198.09,59.0,233.2,1.45,176.0,102270.0
20060122:1100,-12.84,79.55,25.0,0.0,25.0,229.6,1.52,175.0,102270.0
20060122:1200,-11.84,78.25,34.0,0.0,34.0,240.8,1.79,180.0,102231.0
20060122:1300,-10.79,78.7,11.0,0.0,11.0,249.2,1.79,178.0,102202.0
20060122:1400,-10.03,80.15,5.0,0.0,5.0,252.0,2.28,181.0,102153.0
20060122:1500,-9.49,82.7,0.0,-0.0,0.0,260.2,2.41,181.0,102123.0
20060122:1600,-8.9,84.35,0.0,-0.0,0.0,268.8,2.62,181.0,102094.0
20060122:1700,-8.38,86.15,0.0,-0.0,0.0,267.0,2.83,183.0,102064.0
20060122:1800,-7.81,87.4,0.0,-0.0,0.0,270.4,2.97,187.0,102035.0
20060122:1900,-6.96,89.35,0.0,-0.0,0.0,274.8,2.9,189.0,101996.0
20060122:2000,-6.37,89.0,0.0,-0.0,0.0,280.0,3.03,192.0,101996.0
20060122:2100,-5.86,88.65,0.0,-0.0,0.0,282.0,3.1,195.0,101946.0
20060122:2200,-5.41,88.35,0.0,-0.0,0.0,283.8,3.17,198.0,101927.0
20060122:2300,-5.06,88.45,0.0,-0.0,0.0,284.2,3.1,203.0,101878.0
20060123:0000,-4.77,88.55,0.0,-0.0,0.0,285.8,2.97,206.0,101878.0
20060123:0100,-4.6,89.0,0.0,-0.0,0.0,286.2,2.83,208.0,101839.0
20060123:0200,-4.47,89.65,0.0,-0.0,0.0,284.8,2.62,210.0,101819.0
20060123:0300,-4.34,90.35,0.0,-0.0,0.0,283.6,2.48,211.0,101809.0
20060123:0400,-4.21,91.2,0.0,-0.0,0.0,283.6,2.28,215.0,101789.0
20060123:0500,-4.16,92.5,0.0,-0.0,0.0,280.6,2.07,217.0,101770.0
20060123:0600,-4.04,93.25,0.0,-0.0,0.0,284.6,1.86,218.0,101731.0
20060123:0700,-3.88,94.55,0.0,-0.0,0.0,262.4,1.86,222.0,101740.0
20060123:0800,-3.89,95.05,0.0,0.0,0.0,265.2,1.72,217.0,101721.0
20060123:0900,-3.59,95.2,12.0,0.0,12.0,272.8,1.72,214.0,101711.0
20060123:1000,-3.38,95.15,11.0,0.0,11.0,258.2,1.79,213.0,101740.0
20060123:1100,-2.59,92.65,13.0,0.0,13.0,266.4,1.72,215.0,101721.0
20060123:1200,-2.05,91.45,12.0,0.0,12.0,284.4,1.86,220.0,101691.0
20060123:1300,-1.73,91.15,22.0,0.0,22.0,287.8,1.93,215.0,101652.0
20060123:1400,-1.66,91.7,3.0,0.0,3.0,286.0,2.34,215.0,101603.0
20060123:1500,-1.78,93.0,0.0,-0.0,0.0,286.0,2.48,213.0,101593.0
20060123:1600,-1.77,92.75,0.0,-0.0,0.0,294.6,2.69,211.0,101564.0
20060123:1700,-1.93,93.45,0.0,-0.0,0.0,291.8,2.76,208.0,101515.0
20060123:1800,-2.09,94.1,0.0,-0.0,0.0,288.8,2.83,207.0,101456.0
20060123:1900,-1.6,93.95,0.0,-0.0,0.0,300.4,2.62,206.0,101417.0
20060123:2000,-1.66,94.3,0.0,-0.0,0.0,296.2,2.76,206.0,101348.0
20060123:2100,-1.7,94.95,0.0,-0.0,0.0,298.4,2.69,206.0,101299.0
20060123:2200,-1.72,94.75,0.0,-0.0,0.0,296.6,2.83,208.0,101220.0
20060123:2300,-1.73,94.55,0.0,-0.0,0.0,294.0,2.97,211.0,101142.0
20060124:0000,-1.68,93.75,0.0,-0.0,0.0,293.4,3.03,214.0,101112.0
20060124:0100,-1.63,92.85,0.0,-0.0,0.0,292.6,3.1,216.0,101014.0
20060124:0200,-1.59,91.9,0.0,-0.0,0.0,288.8,3.1,219.0,100975.0
20060124:0300,-1.71,92.0,0.0,-0.0,0.0,277.8,2.97,220.0,100936.0
20060124:0400,-1.8,92.0,0.0,-0.0,0.0,273.8,2.9,221.0,100857.0
20060124:0500,-1.76,91.6,0.0,-0.0,0.0,279.2,2.9,221.0,100798.0
20060124:0600,-1.75,91.85,0.0,-0.0,0.0,279.2,2.83,220.0,100720.0
20060124:0700,-1.24,92.7,0.0,-0.0,0.0,292.6,3.17,217.0,100671.0
20060124:0800,-1.15,92.8,0.0,0.0,0.0,296.0,3.1,215.0,100592.0
20060124:0900,-0.96,92.1,29.0,9.82,28.0,295.0,3.31,216.0,100533.0
20060124:1000,-0.73,90.95,40.0,0.0,40.0,293.2,3.31,216.0,100504.0
20060124:1100,-0.4,89.25,22.0,0.0,22.0,294.6,4.0,219.0,100376.0
20060124:1200,-0.17,88.7,12.0,0.0,12.0,291.6,3.72,220.0,100298.0
20060124:1300,-0.11,88.8,9.0,0.0,9.0,279.6,3.17,221.0,100210.0
20060124:1400,-0.34,90.25,3.0,0.0,3.0,272.6,2.9,221.0,100121.0
20060124:1500,-1.05,94.6,0.0,-0.0,0.0,251.2,2.48,218.0,100053.0
20060124:1600,-0.95,94.9,0.0,-0.0,0.0,281.2,2.14,221.0,99994.0
20060124:1700,-0.79,95.15,0.0,-0.0,0.0,298.0,1.79,233.0,99945.0
20060124:1800,-0.82,96.2,0.0,-0.0,0.0,301.2,1.31,252.0,99905.0
20060124:1900,-1.12,96.95,0.0,-0.0,0.0,296.0,1.24,262.0,99886.0
20060124:2000,-1.53,97.25,0.0,-0.0,0.0,288.8,1.17,302.0,99876.0
20060124:2100,-1.98,97.0,0.0,-0.0,0.0,281.4,1.52,322.0,99896.0
20060124:2200,-2.71,95.65,0.0,-0.0,0.0,262.6,1.93,331.0,99905.0
20060124:2300,-3.13,92.15,0.0,-0.0,0.0,247.0,2.41,340.0,99925.0
20060125:0000,-2.94,86.75,0.0,-0.0,0.0,239.4,2.83,345.0,99984.0
20060125:0100,-2.61,84.85,0.0,-0.0,0.0,227.0,2.83,345.0,100003.0
20060125:0200,-2.98,84.95,0.0,-0.0,0.0,218.0,2.76,344.0,100092.0
20060125:0300,-3.31,84.95,0.0,-0.0,0.0,211.8,2.76,343.0,100170.0
20060125:0400,-3.41,83.9,0.0,-0.0,0.0,208.8,2.83,343.0,100210.0
20060125:0500,-3.56,83.6,0.0,-0.0,0.0,207.4,2.76,344.0,100259.0
20060125:0600,-3.83,84.2,0.0,-0.0,0.0,207.0,2.62,344.0,100298.0
20060125:0700,-3.69,83.2,0.0,-0.0,0.0,205.2,2.76,343.0,100367.0
20060125:0800,-3.92,83.95,0.0,0.0,0.0,205.0,2.69,344.0,100445.0
20060125:0900,-3.61,82.25,51.0,104.17,40.0,205.0,2.62,344.0,100524.0
20060125:1000,-2.69,78.0,84.0,113.88,66.0,205.6,2.76,345.0,100543.0
20060125:1100,-1.77,74.4,69.0,22.16,65.0,207.2,2.83,347.0,100582.0
20060125:1200,-1.15,72.45,115.0,280.27,67.0,208.2,2.83,348.0,100612.0
20060125:1300,-0.96,72.4,46.0,15.26,44.0,210.2,2.83,349.0,100641.0
20060125:1400,-1.35,74.95,8.0,0.0,8.0,210.0,2.69,348.0,100681.0
20060125:1500,-2.48,81.5,0.0,-0.0,0.0,210.0,2.41,344.0,100730.0
20060125:1600,-3.59,87.75,0.0,-0.0,0.0,208.6,2.34,341.0,100808.0
20060125:1700,-4.2,89.75,0.0,-0.0,0.0,207.8,2.34,342.0,100857.0
20060125:1800,-4.62,90.25,0.0,-0.0,0.0,208.0,2.28,344.0,100926.0
20060125:1900,-4.28,90.45,0.0,-0.0,0.0,209.4,2.28,344.0,100955.0
20060125:2000,-4.6,90.45,0.0,-0.0,0.0,209.0,2.21,345.0,101014.0
20060125:2100,-4.89,90.45,0.0,-0.0,0.0,209.6,2.14,346.0,101053.0
20060125:2200,-5.21,90.45,0.0,-0.0,0.0,209.8,2.14,346.0,101063.0
20060125:2300,-5.55,90.35,0.0,-0.0,0.0,210.6,2.0,345.0,101112.0
20060126:0000,-6.0,90.15,0.0,-0.0,0.0,210.2,2.0,343.0,101142.0
20060126:0100,-6.73,89.75,0.0,-0.0,0.0,209.6,1.93,339.0,101132.0
20060126:0200,-7.26,89.5,0.0,-0.0,0.0,209.0,1.93,337.0,101122.0
20060126:0300,-7.66,89.35,0.0,-0.0,0.0,211.4,1.93,337.0,101122.0
20060126:0400,-7.86,89.4,0.0,-0.0,0.0,220.2,1.86,335.0,101132.0
20060126:0500,-8.2,89.4,0.0,-0.0,0.0,219.0,1.86,331.0,101112.0
20060126:0600,-8.49,89.25,0.0,-0.0,0.0,218.2,1.86,328.0,101103.0
20060126:0700,-7.84,88.4,0.0,-0.0,0.0,219.0,2.14,322.0,101093.0
20060126:0800,-8.31,88.4,0.0,0.0,0.0,216.4,2.0,321.0,101112.0
20060126:0900,-7.99,89.35,80.0,474.88,28.0,219.2,1.72,321.0,101132.0
20060126:1000,-7.26,86.65,115.0,345.33,59.0,217.8,1.45,322.0,101122.0
